"cena","Oferta od","Kategoria","Marka pojazdu","Model pojazdu","Generacja","Rok produkcji","Przebieg","Pojemnoœæ skokowa","Rodzaj paliwa","Moc","Skrzynia biegów","Napêd","Typ","Liczba drzwi","Liczba miejsc","Kolor","Metalik","VAT mar¿a","Kraj pochodzenia","Numer rejestracyjny pojazdu","Zarejestrowany w Polsce","Pierwszy w³aœciciel","Bezwypadkowy","Serwisowany w ASO","Stan","VIN","Emisja CO2","Mo¿liwoœæ finansowania","Gwarancja dealerska (w cenie)","Pierwsza rejestracja","Faktura VAT","Leasing","Miesiêczna rata","Wersja","Filtr cz¹stek sta³ych","Per³owy","lub do (przebieg km)","Akryl (niemetalizowany)","Uszkodzony","Homologacja ciê¿arowa","Matowy","Tuning","Kierownica po prawej (Anglik)"
"32 900","Firmy","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2013","217 000 km","1 598 cm3","Diesel","105 KM","Manualna","Na przednie ko³a","Kombi","5","5","Czarny","Tak","Tak","Niemcy",NA,NA,NA,"Tak",NA,"U¿ywane","Wyœwietl VIN",NA,NA,NA,"22/05/2013",NA,NA,NA,"1.6 TDI Comfortline",NA,"Tak",NA,NA,NA,NA,NA,NA,NA
"36 900","Firmy","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2014","200 766 km","1 598 cm3","Diesel","105 KM","Manualna","Na przednie ko³a","Kombi","5","5","Br¹zowy","Tak",NA,"Niemcy","SBI98792","Tak","Tak","Tak","Tak","U¿ywane","Wyœwietl VIN","116 g/km","Tak",NA,"14/04/2014","Tak",NA,NA,"Variant 1.6 TDI BlueMotion Technology",NA,NA,NA,NA,NA,NA,NA,NA,NA
"42 900","Osoby prywatnej","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2012","210 000 km","1 968 cm3","Diesel","140 KM","Automatyczna","Na przednie ko³a","Kombi","5","5","Br¹zowy","Tak",NA,NA,"TK9660M","Tak",NA,"Tak",NA,"U¿ywane","Wyœwietl VIN","135 g/km",NA,NA,"01/07/2015",NA,NA,NA,"2.0 TDI Highline DSG",NA,"Tak",NA,NA,NA,NA,NA,NA,NA
"33 600","Firmy","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2014","192 000 km","1 600 cm3","Diesel","105 KM","Manualna","Na przednie ko³a","Kombi","5","5","Inny kolor","Tak",NA,"Polska",NA,"Tak","Tak","Tak","Tak","U¿ywane","Wyœwietl VIN",NA,"Tak",NA,"21/03/2014","Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40 900","Osoby prywatnej","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2014","119 000 km","1 968 cm3","Diesel","140 KM","Manualna","Na przednie ko³a","Kombi","5","5","Niebieski","Tak",NA,"Niemcy","PLE08531","Tak",NA,NA,NA,"U¿ywane","Wyœwietl VIN","120 g/km",NA,NA,"21/10/2014",NA,NA,NA,"Variant 2.0 TDI BlueMotion Technology","Tak",NA,NA,NA,NA,NA,NA,NA,NA
"28 900","Osoby prywatnej","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2014","186 000 km","1 968 cm3","Diesel","140 KM","Manualna","Na przednie ko³a","Kombi","5","5","Bia³y",NA,NA,NA,NA,"Tak",NA,NA,NA,"U¿ywane","Wyœwietl VIN",NA,NA,NA,NA,NA,NA,NA,"2.0 TDI Comfortline","Tak","Tak",NA,NA,"Tak",NA,NA,NA,NA
"31 555","Osoby prywatnej","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2012","240 000 km","1 968 cm3","Diesel","170 KM","Manualna","Na przednie ko³a","Kombi","5","5","Br¹zowy",NA,NA,NA,"WPR6188E",NA,NA,NA,NA,"U¿ywane","Wyœwietl VIN","123 g/km",NA,NA,"08/08/2012",NA,NA,NA,"Variant 2.0 TDI BlueMotion Technology",NA,NA,NA,NA,NA,NA,NA,NA,NA
"38 500","Osoby prywatnej","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2013","177 800 km","1 968 cm3","Diesel","140 KM","Automatyczna","Na przednie ko³a","Kombi","5","5","Czarny","Tak",NA,"Niemcy","FZ7158N","Tak",NA,"Tak",NA,"U¿ywane","Wyœwietl VIN",NA,"Tak",NA,NA,NA,NA,NA,"2.0 TDI Highline DSG",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31 900","Firmy","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2011","267 668 km","1 968 cm3","Diesel","140 KM","Automatyczna",NA,"Kombi","5",NA,"Szary",NA,NA,NA,NA,NA,NA,NA,NA,"U¿ywane","Wyœwietl VIN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30 000","Osoby prywatnej","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2012","258 000 km","1 968 cm3","Diesel","140 KM","Automatyczna","Na przednie ko³a","Kombi","5","5","Szary","Tak","Tak",NA,NA,NA,NA,NA,NA,"U¿ywane","Wyœwietl VIN","135 g/km",NA,NA,"02/02/2012",NA,NA,NA,"2.0 TDI Comfortline DSG",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39 000","Osoby prywatnej","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2012","192 000 km","1 968 cm3","Diesel","170 KM","Automatyczna","Na przednie ko³a","Kombi","4","5","Srebrny","Tak",NA,NA,NA,NA,NA,"Tak",NA,"U¿ywane","Wyœwietl VIN",NA,"Tak",NA,NA,NA,NA,NA,"2.0 TDI Comfortline DSG",NA,NA,NA,NA,NA,NA,NA,NA,NA
"35 500","Osoby prywatnej","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2013","251 600 km","1 968 cm3","Diesel","140 KM","Manualna","Na przednie ko³a","Kombi","5","5","Czarny",NA,NA,"Niemcy","SBERX60","Tak",NA,"Tak",NA,"U¿ywane","Wyœwietl VIN","123 g/km",NA,NA,"16/04/2013",NA,NA,NA,"Variant 2.0 Blue TDI SCR","Tak","Tak",NA,NA,NA,NA,NA,NA,NA
"46 900","Firmy","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2014","35 000 km","1 798 cm3","Benzyna","160 KM","Automatyczna","Na przednie ko³a","Sedan","5","5","Inny kolor",NA,"Tak",NA,NA,NA,NA,NA,NA,"U¿ywane","Wyœwietl VIN",NA,"Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37 500","Osoby prywatnej","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2012","315 000 km","1 968 cm3","Diesel","170 KM","Automatyczna","Na przednie ko³a","Kombi","5","5","Czarny","Tak",NA,"Polska",NA,"Tak",NA,NA,"Tak","U¿ywane","Wyœwietl VIN",NA,NA,NA,NA,NA,NA,NA,"2.0 TDI Highline DSG",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25 900","Osoby prywatnej","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2012","280 000 km","1 798 cm3","Benzyna","160 KM","Manualna","Na przednie ko³a","Sedan","4","5","Srebrny","Tak",NA,"Polska",NA,"Tak",NA,"Tak","Tak","U¿ywane","Wyœwietl VIN","160 g/km",NA,NA,"28/08/2012",NA,NA,NA,"1.8 TSI Comfortline",NA,NA,NA,NA,NA,NA,NA,NA,NA
"38 900","Firmy","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2012","142 700 km","1 968 cm3","Diesel","140 KM","Manualna","Na przednie ko³a","Kombi","5","5","Bia³y",NA,"Tak","Niemcy",NA,NA,"Tak","Tak","Tak","U¿ywane","Wyœwietl VIN","119 g/km","Tak",NA,NA,NA,NA,NA,"2.0 TDI Highline",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39 900","Osoby prywatnej","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2012","208 000 km","1 968 cm3","Diesel","140 KM","Automatyczna","Na przednie ko³a","Kombi","5","5","Czarny","Tak","Tak","Niemcy",NA,NA,NA,"Tak","Tak","U¿ywane","Wyœwietl VIN","135 g/km",NA,NA,NA,NA,NA,NA,"2.0 TDI Highline DSG",NA,NA,NA,NA,NA,NA,NA,NA,NA
"36 900","Firmy","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2014","205 029 km","1 968 cm3","Diesel","140 KM","Manualna","Na przednie ko³a","Kombi","5","5","Inny kolor","Tak","Tak","Niemcy",NA,"Tak","Tak","Tak","Tak","U¿ywane","Wyœwietl VIN","120 g/km","Tak",NA,NA,NA,NA,NA,"Variant 2.0 TDI BlueMotion Technology",NA,"Tak",NA,NA,NA,NA,NA,NA,NA
"29 900","Firmy","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2012","184 000 km","1 598 cm3","Diesel","105 KM","Manualna","Na przednie ko³a","Kombi","5","5","Czarny","Tak","Tak",NA,NA,NA,NA,NA,"Tak","U¿ywane","Wyœwietl VIN","113 g/km",NA,NA,NA,NA,NA,NA,"Variant 1.6 TDI BlueMotion",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27 900","Osoby prywatnej","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2012","258 980 km","1 968 cm3","Diesel","140 KM","Automatyczna","Na przednie ko³a","Kombi","5","5","Bia³y",NA,NA,NA,NA,"Tak",NA,"Tak",NA,"U¿ywane","Wyœwietl VIN","135 g/km",NA,NA,NA,NA,NA,NA,"2.0 TDI Comfortline DSG",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26 900","Osoby prywatnej","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2011","290 000 km","1 968 cm3","Diesel","140 KM","Manualna","4x4 (do³¹czany rêcznie)","Kombi","4","5","Czarny",NA,NA,NA,"PO3U120",NA,NA,NA,NA,"U¿ywane","Wyœwietl VIN","137 g/km",NA,NA,"20/05/2015",NA,NA,NA,"2.0 TDI 4Mot Comfortline",NA,NA,NA,NA,NA,NA,NA,NA,NA
"37 900","Osoby prywatnej","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2012","266 500 km","1 968 cm3","Diesel","170 KM","Automatyczna","4x4 (sta³y)","Kombi","5","5","Br¹zowy","Tak",NA,"Niemcy",NA,"Tak",NA,NA,"Tak","U¿ywane","Wyœwietl VIN","155 g/km",NA,NA,NA,NA,NA,NA,"Alltrack 2.0 TDI 4Motion DSG BlueMotion Tec","Tak",NA,NA,NA,NA,NA,NA,NA,NA
"37 900","Firmy","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2012","72 000 km","1 968 cm3","Diesel","140 KM","Manualna","Na przednie ko³a","Kombi","5","5","Czerwony",NA,"Tak",NA,NA,NA,NA,NA,"Tak","U¿ywane","Wyœwietl VIN","119 g/km",NA,NA,NA,NA,NA,NA,"2.0 TDI Comfortline",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27 990","Osoby prywatnej","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2011","264 000 km","1 968 cm3","Diesel","140 KM","Manualna","Na przednie ko³a","Kombi","5","5","Inny kolor","Tak","Tak",NA,NA,NA,NA,NA,NA,"U¿ywane","Wyœwietl VIN","153 g/km",NA,NA,NA,NA,NA,NA,"2.0 TDI DPF Highline",NA,NA,NA,NA,NA,NA,NA,NA,NA
"48 500","Firmy","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2013","97 811 km","1 984 cm3","Benzyna","211 KM","Manualna","Na przednie ko³a","Sedan","5","5","Niebieski","Tak","Tak","Polska",NA,"Tak","Tak","Tak","Tak","U¿ywane","Wyœwietl VIN","169 g/km","Tak",NA,"15/03/2013",NA,NA,NA,"2.0 TSI Comfortline","Tak",NA,NA,NA,NA,NA,NA,NA,NA
"27 300","Osoby prywatnej","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2011","269 627 km","1 598 cm3","Diesel","105 KM","Manualna","Na przednie ko³a","Kombi","5","5","Czarny","Tak",NA,NA,NA,"Tak","Tak","Tak","Tak","U¿ywane","Wyœwietl VIN","116 g/km",NA,NA,NA,NA,NA,NA,"1.6 TDI Comfortline","Tak",NA,NA,NA,NA,NA,NA,NA,NA
"32 000","Osoby prywatnej","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2010","203 000 km","1 798 cm3","Benzyna+LPG","160 KM","Manualna","Na przednie ko³a","Kombi","5","5","Br¹zowy",NA,NA,NA,NA,NA,NA,NA,NA,"U¿ywane","Wyœwietl VIN","160 g/km",NA,NA,NA,NA,NA,NA,"1.8 TSI Comfortline",NA,NA,NA,NA,NA,NA,NA,NA,NA
"29 900","Osoby prywatnej","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2012","213 900 km","1 968 cm3","Diesel","140 KM","Manualna","Na przednie ko³a","Kombi","5","5","Srebrny",NA,NA,NA,"FKR258GG",NA,NA,NA,NA,"U¿ywane","Wyœwietl VIN","119 g/km",NA,NA,"05/06/2019",NA,NA,NA,"2.0 TDI Comfortline",NA,NA,NA,NA,NA,NA,NA,NA,NA
"29 500","Osoby prywatnej","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2012","278 000 km","1 968 cm3","Diesel","170 KM","Manualna","Na przednie ko³a","Kombi","5","5","Srebrny","Tak",NA,"Polska",NA,"Tak",NA,NA,"Tak","U¿ywane","Wyœwietl VIN","123 g/km",NA,NA,NA,"Tak",NA,NA,"2.0 TDI Highline",NA,NA,"277 000 km",NA,NA,NA,NA,NA,NA
"27 600","Firmy","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2011","238 000 km","1 598 cm3","Diesel","105 KM","Manualna","Na przednie ko³a","Kombi","5","5","Inny kolor","Tak","Tak",NA,NA,NA,"Tak",NA,"Tak","U¿ywane","Wyœwietl VIN","118 g/km","Tak",NA,NA,NA,NA,NA,"1.6 TDI DPF BlueMot Comfortline",NA,NA,NA,NA,NA,NA,NA,NA,NA
"55 000","Osoby prywatnej","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2014","53 000 km","1 968 cm3","Diesel","140 KM","Automatyczna","Na przednie ko³a","Sedan","4","5","Br¹zowy",NA,NA,"Polska",NA,"Tak",NA,"Tak","Tak","U¿ywane","Wyœwietl VIN","135 g/km",NA,NA,NA,NA,NA,NA,"2.0 TDI Comfortline DSG","Tak","Tak",NA,NA,NA,NA,NA,NA,NA
"37 890","Firmy","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2010","157 000 km","1 984 cm3","Benzyna","210 KM","Manualna","Na przednie ko³a","SUV","5","5","Szary","Tak","Tak","Polska","8","Tak","Tak","Tak","Tak","U¿ywane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28 900","Osoby prywatnej","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2012","281 000 km","1 968 cm3","Diesel","140 KM","Manualna",NA,"Kombi","5","5","Czarny",NA,NA,NA,NA,"Tak",NA,"Tak",NA,"U¿ywane","Wyœwietl VIN",NA,NA,NA,NA,NA,NA,NA,"2.0 TDI",NA,NA,NA,NA,NA,NA,NA,NA,NA
"28 000","Osoby prywatnej","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2011","262 742 km","1 598 cm3","Diesel","105 KM","Manualna","Na przednie ko³a","Kombi","5","5","Srebrny",NA,NA,NA,NA,NA,NA,NA,NA,"U¿ywane","Wyœwietl VIN","118 g/km",NA,NA,NA,NA,NA,NA,"1.6 TDI DPF BlueMot Highline",NA,NA,NA,NA,NA,NA,NA,NA,NA
"44 800","Osoby prywatnej","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2014","147 091 km","1 968 cm3","Diesel","140 KM","Manualna","Na przednie ko³a","Kombi","5","5","Czarny",NA,NA,NA,NA,NA,NA,NA,NA,"U¿ywane","Wyœwietl VIN","135 g/km",NA,NA,"23/06/2014",NA,NA,NA,"2.0 TDI",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31 999","Osoby prywatnej","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2011","183 500 km","1 968 cm3","Diesel","140 KM","Manualna",NA,"Kombi","5","5","Br¹zowy","Tak",NA,NA,NA,"Tak",NA,"Tak",NA,"U¿ywane","Wyœwietl VIN",NA,NA,NA,NA,NA,NA,NA,"Variant 2.0 TDI BlueMotion Technology DPF",NA,NA,NA,NA,NA,NA,NA,NA,NA
"38 250","Firmy","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2014","242 000 km","2 000 cm3","Diesel","177 KM","Manualna","Na przednie ko³a","Kombi","5","5","Srebrny","Tak","Tak",NA,NA,NA,NA,"Tak","Tak","U¿ywane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34 900","Osoby prywatnej","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2013","246 940 km","1 968 cm3","Diesel","140 KM","Automatyczna","Na przednie ko³a","Kombi","5","5","Czarny","Tak",NA,NA,NA,"Tak",NA,NA,NA,"U¿ywane","Wyœwietl VIN","135 g/km",NA,NA,NA,NA,NA,NA,"2.0 TDI Comfortline DSG",NA,NA,NA,NA,NA,NA,NA,NA,NA
"33 900","Osoby prywatnej","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2011","229 000 km","1 968 cm3","Diesel","140 KM","Manualna","Na przednie ko³a","Sedan","4","5","Czarny",NA,"Tak",NA,"DZG44422","Tak",NA,NA,NA,"U¿ywane","Wyœwietl VIN","119 g/km",NA,NA,"26/05/2011",NA,NA,NA,"2.0 TDI Highline",NA,NA,NA,NA,NA,NA,NA,NA,NA
"36 900","Firmy","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2012","230 000 km","1 968 cm3","Diesel","170 KM","Automatyczna","Na przednie ko³a","Kombi","5","5","Inny kolor","Tak","Tak","Niemcy","XXXXXXXXXX",NA,"Tak","Tak","Tak","U¿ywane","Wyœwietl VIN",NA,"Tak",NA,"01/08/2012",NA,NA,NA,"Variant 2.0 TDI DSG BlueMotion Technology","Tak",NA,NA,NA,NA,NA,NA,NA,NA
"32 000","Osoby prywatnej","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2013","230 000 km","1 984 cm3","Benzyna","211 KM","Manualna","Na przednie ko³a","Kombi","5","5","Czarny",NA,NA,NA,"GD359MV",NA,NA,NA,NA,"U¿ywane","Wyœwietl VIN","169 g/km",NA,NA,"06/03/2013","Tak",NA,NA,"2.0 TSI Highline",NA,"Tak",NA,NA,NA,NA,NA,NA,NA
"33 900","Osoby prywatnej","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2014","201 600 km","1 390 cm3","Benzyna","122 KM","Manualna","Na przednie ko³a","Sedan","4","5","Czarny","Tak",NA,"Polska","ZS462CT","Tak","Tak","Tak",NA,"U¿ywane","Wyœwietl VIN","138 g/km",NA,NA,NA,"Tak",NA,NA,"1.4 TSI BMT Trendline",NA,NA,NA,NA,NA,NA,NA,NA,NA
"29 900","Osoby prywatnej","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2013","260 000 km","1 968 cm3","Diesel","140 KM","Automatyczna","Na przednie ko³a","Kombi","5","5","Czarny","Tak",NA,"Niemcy",NA,"Tak",NA,NA,NA,"U¿ywane","Wyœwietl VIN",NA,NA,NA,"18/12/2013",NA,NA,NA,NA,"Tak","Tak",NA,NA,NA,NA,NA,NA,NA
"33 900","Osoby prywatnej","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2013","266 500 km","1 968 cm3","Diesel","140 KM","Manualna","Na przednie ko³a","Kombi","5","5","Srebrny",NA,NA,NA,NA,NA,NA,NA,NA,"U¿ywane","Wyœwietl VIN","119 g/km",NA,NA,"17/05/2013",NA,NA,NA,"2.0 TDI Comfortline",NA,NA,NA,NA,NA,NA,NA,NA,NA
"29 900","Osoby prywatnej","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2012","159 000 km","1 390 cm3","Benzyna","122 KM","Manualna","Na przednie ko³a","Kombi","5","5","Czarny",NA,NA,"Niemcy","DTR 59469","Tak",NA,"Tak",NA,"U¿ywane","Wyœwietl VIN","149 g/km",NA,NA,"04/04/2012",NA,NA,NA,"1.4 TSI Comfortline",NA,NA,NA,"Tak",NA,NA,NA,NA,NA
"27 000","Osoby prywatnej","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2011","233 000 km","1 968 cm3","Diesel","140 KM","Manualna",NA,"Kombi","5","5","Czerwony",NA,NA,NA,NA,"Tak","Tak","Tak",NA,"U¿ywane","Wyœwietl VIN",NA,NA,NA,NA,NA,NA,NA,"2.0 TDI 4Mot Comfortline",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39 900","Osoby prywatnej","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2012","96 991 km","1 390 cm3","Benzyna","160 KM","Manualna","Na przednie ko³a","Sedan","4","5","Czarny","Tak",NA,NA,"DW625SY",NA,"Tak",NA,NA,"U¿ywane","Wyœwietl VIN","149 g/km",NA,NA,"03/01/2013",NA,NA,NA,"1.4 TSI Comfortline",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31 700","Osoby prywatnej","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2011","189 000 km","1 968 cm3","Diesel","170 KM","Manualna","Na przednie ko³a","Kombi","5",NA,"Czarny",NA,NA,NA,NA,NA,NA,NA,NA,"U¿ywane","Wyœwietl VIN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tak",NA
"26 300","Osoby prywatnej","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2011","340 000 km","1 998 cm3","Diesel","136 KM","Manualna","Na przednie ko³a","Kombi","4","5","Srebrny","Tak",NA,"Belgia",NA,"Tak",NA,"Tak","Tak","U¿ywane","Wyœwietl VIN",NA,NA,NA,NA,NA,NA,NA,NA,"Tak",NA,NA,NA,NA,NA,NA,NA,NA
"32 500","Osoby prywatnej","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2011","142 000 km","1 798 cm3","Benzyna","160 KM","Automatyczna","Na przednie ko³a","Sedan","5","5","Br¹zowy",NA,NA,"Polska",NA,NA,NA,NA,NA,"U¿ywane","Wyœwietl VIN","165 g/km",NA,NA,NA,NA,NA,NA,"1.8 TSI Comfortline DSG",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31 000","Firmy","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2011","145 649 km","1 798 cm3","Benzyna","160 KM","Manualna","Na przednie ko³a","Kombi","5","5","Br¹zowy","Tak",NA,"Polska",NA,"Tak",NA,NA,"Tak","U¿ywane","Wyœwietl VIN",NA,"Tak",NA,"21/11/2011","Tak","Tak","185 PLN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30 999","Osoby prywatnej","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2011","203 000 km","1 968 cm3","Diesel","140 KM","Manualna","Na przednie ko³a","Kombi","5","5","Bia³y",NA,NA,"Niemcy",NA,NA,"Tak","Tak","Tak","U¿ywane","Wyœwietl VIN","119 g/km",NA,NA,NA,NA,NA,NA,"2.0 TDI Comfortline","Tak","Tak",NA,NA,NA,NA,NA,NA,NA
"25 900","Firmy","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2010","296 000 km","1 968 cm3","Diesel","140 KM","Manualna","Na przednie ko³a","Kombi","5","5","Czarny",NA,"Tak","Niemcy","AUTOHOF",NA,"Tak","Tak","Tak","U¿ywane","Wyœwietl VIN","119 g/km",NA,NA,"30/01/2011",NA,NA,NA,"2.0 TDI Comfortline",NA,NA,NA,NA,NA,NA,NA,NA,NA
"51 000","Osoby prywatnej","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2014","155 000 km","1 968 cm3","Diesel","140 KM","Manualna",NA,"Kombi","5",NA,"Szary",NA,NA,"Polska","El 2s883","Tak",NA,NA,"Tak","U¿ywane","Wyœwietl VIN",NA,NA,NA,"24/03/2014",NA,NA,NA,"2.0 TDI Highline",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26 500","Osoby prywatnej","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2011","207 000 km","1 395 cm3","Benzyna+LPG","150 KM","Manualna","Na przednie ko³a","Kombi","5","5","Srebrny",NA,NA,NA,"ZDR34999","Tak",NA,NA,NA,"U¿ywane","Wyœwietl VIN",NA,NA,NA,"06/04/2011",NA,NA,NA,NA,NA,"Tak",NA,NA,NA,NA,NA,NA,NA
"29 900","Osoby prywatnej","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2011","230 868 km","1 598 cm3","Diesel","105 KM","Manualna","Na przednie ko³a","Kombi","5","5","Czarny","Tak","Tak","Niemcy",NA,NA,NA,NA,"Tak","U¿ywane","Wyœwietl VIN","118 g/km","Tak",NA,"19/07/2011",NA,NA,NA,"1.6 TDI DPF BlueMot Highline",NA,NA,NA,NA,NA,NA,NA,NA,NA
"37 000","Osoby prywatnej","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2012","164 600 km","1 968 cm3","Diesel","140 KM","Manualna","Na przednie ko³a","Kombi","4","5","Srebrny","Tak",NA,"Niemcy",NA,"Tak",NA,NA,NA,"U¿ywane","Wyœwietl VIN",NA,NA,NA,"08/06/2012",NA,NA,NA,"2.0 TDI BlueMotion Technology",NA,NA,NA,NA,NA,NA,NA,NA,NA
"28 900","Firmy","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2014","177 859 km","1 968 cm3","Diesel","177 KM","Automatyczna","Na przednie ko³a","Kombi","5","5","Bia³y",NA,"Tak",NA,NA,NA,"Tak","Tak","Tak","U¿ywane","Wyœwietl VIN","136 g/km","Tak",NA,NA,NA,NA,NA,"2.0 TDI Comfortline DSG",NA,NA,NA,"Tak",NA,NA,NA,NA,NA
"32 900","Osoby prywatnej","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2011","111 100 km","1 798 cm3","Benzyna","160 KM","Manualna","Na przednie ko³a","Sedan","5","5","Czarny",NA,NA,NA,"WZ3160W",NA,NA,NA,NA,"U¿ywane","Wyœwietl VIN","186 g/km",NA,NA,NA,NA,NA,NA,"1.8 TSI Highline",NA,"Tak",NA,NA,NA,NA,NA,NA,NA
"42 999","Osoby prywatnej","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2012","218 130 km","1 968 cm3","Diesel","170 KM","Automatyczna","Na przednie ko³a","Kombi","5","5","Br¹zowy","Tak","Tak","Niemcy",NA,NA,NA,"Tak","Tak","U¿ywane","Wyœwietl VIN","139 g/km",NA,NA,NA,NA,NA,NA,"2.0 TDI Highline DSG",NA,"Tak",NA,NA,NA,NA,NA,NA,NA
"35 900","Osoby prywatnej","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2012","198 235 km","1 968 cm3","Diesel","140 KM","Manualna","Na przednie ko³a","Sedan","4","5","Srebrny",NA,NA,NA,NA,NA,NA,NA,NA,"U¿ywane","Wyœwietl VIN","119 g/km",NA,NA,NA,NA,NA,NA,"2.0 TDI Highline",NA,NA,NA,NA,NA,NA,NA,NA,NA
"32 700","Osoby prywatnej","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2011","199 852 km","1 998 cm3","Diesel","140 KM","Manualna","Na przednie ko³a","Kombi","5","5","Srebrny","Tak","Tak","Niemcy","AA12345","Tak","Tak","Tak","Tak","U¿ywane","Wyœwietl VIN",NA,"Tak",NA,"11/11/2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33 500","Osoby prywatnej","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2014","232 000 km","1 598 cm3","Diesel","105 KM","Manualna","Na przednie ko³a","Sedan","5","5","Czarny",NA,NA,"Holandia","DJA09508","Tak",NA,NA,NA,"U¿ywane","Wyœwietl VIN","116 g/km",NA,NA,"23/09/2015",NA,NA,NA,"1.6 TDI Comfortline",NA,NA,NA,NA,NA,NA,NA,NA,NA
